TimeStamp,TimeStarted,DateStarted,Coder,ArticleID,ArticleIssues,ArticleLanguage,JIF,StudyType,PreReg,PreRegWhere,PreRegAccess,PreRegAspects,RawData,RawDataAvl,RawDataWhere,RawDataAccess,RawDataDocument,ProcessData,ProcessDataWhere,ProcessDataAccess,ProcessDataDocument,AnalysisScript,AnalysisScriptWhere,AnalysisScriptAccess,Materials,MaterialsWhere,MaterialsAccess,COI,Replication,OA,TimeEnded,DateEnded,CountryAuthor,EmpiricalStudyData,JIFYear,Year,year_split,clickable_doi,coder,round2_coder,Source.title,Agree,c
2021-11-01T15:49:24.945Z,1899-12-31T15:43:00Z,2021-11-01T00:00:00Z,TR,c3ed4eae,There are no issues,L2 English,1.25,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Video,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T15:49:00Z,2021-11-01T00:00:00Z,USA,Survey or interview,2009.0,2009,Pre-OS,http://doi.org/10.1016/j.jslw.2009.01.001,tr,,Journal of Second Language Writing,TRUE,
2021-11-01T16:06:25.258Z,1899-12-31T15:58:00Z,2021-11-01T00:00:00Z,TR,795dfcd3,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T16:06:00Z,2021-11-01T00:00:00Z,,,,94,Pre-OS,,tr,ab,Quarterly Journal of Speech,FALSE,
2021-11-01T16:11:33.478Z,1899-12-31T16:06:00Z,2021-11-01T00:00:00Z,TR,11cad7c0,There are no issues,L2 english,1.105,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T16:11:00Z,2021-11-01T00:00:00Z,France,Experimental study,2010.0,2008,Pre-OS,http://doi.org/10.1016/j.system.2007.11.005,tr,,System,TRUE,
2021-11-01T16:14:19.332Z,1899-12-31T16:12:00Z,2021-11-01T00:00:00Z,TR,8d2912b1,There are no issues,NA,0.809,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T16:14:00Z,2021-11-01T00:00:00Z,UK,,2011.0,2009,Pre-OS,http://doi.org/10.1080/13670050802153236,tr,,International Journal of Bilingual Education and Bilingualism,TRUE,
2021-11-01T16:18:34.034Z,1899-12-31T16:14:00Z,2021-11-01T00:00:00Z,TR,0b16ec12,There are no issues,Akan,1.116,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T16:18:00Z,2021-11-01T00:00:00Z,Ghana,"observation, interviews, introspection",2008.0,2008,Pre-OS,http://doi.org/10.1177/1461445608091884,tr,,Discourse Studies,TRUE,
2021-11-01T16:21:25.252Z,1899-12-31T16:18:00Z,2021-11-01T00:00:00Z,TR,cc497581,There are no issues,cross linguistic,0.857,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T16:21:00Z,2021-11-01T00:00:00Z,UK,,2008.0,2009,Pre-OS,http://doi.org/10.1007/s10936-009-9104-8,tr,,Journal of Psycholinguistic Research,TRUE,
2021-11-01T16:27:01.760Z,1899-12-31T16:22:00Z,2021-11-01T00:00:00Z,TR,047a69fa,There are no issues,L2 english,1.105,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,Materials or additional information are available through a third party,dead link,No,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T16:26:00Z,2021-11-01T00:00:00Z,Hong Kong,observational study,2010.0,2008,Pre-OS,http://doi.org/10.1016/j.system.2008.02.004,tr,,System,TRUE,
2021-11-02T11:26:59.137Z,1899-12-31T11:19:00Z,2021-11-02T00:00:00Z,TR,bf1f50fa,There are no issues,unclear,2.929,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Video","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:26:00Z,2021-11-02T00:00:00Z,Italy,Experimental study,2008.0,2008,Pre-OS,http://doi.org/10.1016/j.bandl.2008.01.002,tr,lk,Brain and Language,TRUE,
2021-11-02T11:33:09.441Z,1899-12-31T11:28:00Z,2021-11-02T00:00:00Z,TR,4e6a7a61,There are no issues,Gaulish,0.067,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available. (GO TO SECTION 4.6)",NA,No,NA,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:33:00Z,2021-11-02T00:00:00Z,Czech Republic,Corpus study,NA,2009,Pre-OS,http://doi.org/,tr,lk,Indogermanische Forschungen,TRUE,
2021-11-02T11:36:01.097Z,1899-12-31T11:33:00Z,2021-11-02T00:00:00Z,TR,a73edc22,There are no issues,cross linguistic,0.413,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T11:35:00Z,2021-11-02T00:00:00Z,Netherlands,,2008.0,2008,Pre-OS,http://doi.org/10.1016/j.langsci.2006.12.028,tr,,Language Sciences,TRUE,
2021-11-02T12:18:31.914Z,1899-12-31T11:36:00Z,2021-11-02T00:00:00Z,TR,1b0ce6e9,There are no issues,English,0.76,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.",Available from a third party,,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:44:00Z,2021-11-02T00:00:00Z,Belgium,Corpus study,2011.0,2008,Pre-OS,http://doi.org/10.1075/ijcl.13.2.02dav,tr,,International Journal of Corpus Linguistics,TRUE,
2021-11-02T12:22:58.575Z,1899-12-31T12:18:00Z,2021-11-02T00:00:00Z,TR,789cce23,There are no issues,unclear,0.19,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T12:22:00Z,2021-11-02T00:00:00Z,Spain,,2008.0,2009,Pre-OS,http://doi.org/10.1080/1750399x.2009.10798781,tr,,Interpreter and Translator Trainer,TRUE,
2021-11-02T13:27:55.937Z,1899-12-31T12:23:00Z,2021-11-02T00:00:00Z,TR,a337bf1b,There are no issues,L2 English,1.7,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:27:00Z,2021-11-02T00:00:00Z,Taiwan,Experimental study,2008.0,2008,Pre-OS,http://doi.org/,tr,,Language Learning and Technology,TRUE,
2021-11-02T13:34:36.331Z,1899-12-31T13:28:00Z,2021-11-02T00:00:00Z,TR,4e4a74ea,There are no issues,English,2.347,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:34:00Z,2021-11-02T00:00:00Z,USA,Experimental study,2009.0,2009,Pre-OS,http://doi.org/10.1044/1092-4388(2009/07-0175),tr,,"Journal of Speech, Language, and Hearing Research",TRUE,
2021-11-02T13:40:14.458Z,1899-12-31T13:35:00Z,2021-11-02T00:00:00Z,TR,0e08def6,There are no issues,L2 English,0.417,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:39:00Z,2021-11-02T00:00:00Z,Canada,Corpus study,2010.0,2009,Pre-OS,http://doi.org/10.3138/cmlr.66.4.583,tr,,Canadian Modern Language Review,TRUE,
2021-11-02T13:45:41.777Z,1899-12-31T13:40:00Z,2021-11-02T00:00:00Z,TR,70354c5f,There are no issues,"English, Dutch",0.476,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T13:44:00Z,2021-11-02T00:00:00Z,Netherlands,,2009.0,2009,Pre-OS,http://doi.org/10.1515/FLIN.2009.004,tr,,Folia Linguistica,TRUE,
2021-11-02T13:51:50.087Z,1899-12-31T13:45:00Z,2021-11-02T00:00:00Z,TR,005d3923,There are no issues,English,1.196,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",NA,NA,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:51:00Z,2021-11-02T00:00:00Z,USA,Experimental study,2009.0,2009,Pre-OS,http://doi.org/10.1016/j.specom.2008.11.001,tr,ab,Speech Communication,TRUE,
2021-11-02T13:57:45.299Z,1899-12-31T13:52:00Z,2021-11-02T00:00:00Z,TR,96498326,There are no issues,L2 English,0.622,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",The article claims to report a replication study (or studies),,1899-12-31T13:57:00Z,2021-11-02T00:00:00Z,USA,Corpus study,2011.0,2008,Pre-OS,http://doi.org/10.1017/S0261444808005077,tr,,Language Teaching,TRUE,
2021-11-02T14:02:26.423Z,1899-12-31T13:58:00Z,2021-11-02T00:00:00Z,TR,77ea3a66,There are no issues,English,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T14:02:00Z,2021-11-02T00:00:00Z,Japan,,NA,2009,Pre-OS,http://doi.org/10.9793/elsj.26.1_132,tr,,English Linguistics,TRUE,
2021-11-02T14:04:18.261Z,1899-12-31T14:02:00Z,2021-11-02T00:00:00Z,TR,c93704ca,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T14:04:00Z,2021-11-02T00:00:00Z,,,,2008,Pre-OS,http://doi.org/10.1590/s0102-44502008000300010,tr,,DELTA Documentacao de Estudos em Linguistica Teorica e Aplicada,TRUE,
2021-11-02T14:06:53.068Z,1899-12-31T14:02:00Z,2021-11-02T00:00:00Z,TR,b24d8f61,There are no issues,English,1.0,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T14:06:00Z,2021-11-02T00:00:00Z,USA,,2008.0,2008,Pre-OS,http://doi.org/10.1080/10926480701723516,tr,,Metaphor and Symbol,TRUE,
2021-11-02T14:10:43.960Z,1899-12-31T14:07:00Z,2021-11-02T00:00:00Z,TR,3c3dc7c3,There are no issues,English,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T14:10:00Z,2021-11-02T00:00:00Z,UK,,NA,2009,Pre-OS,http://doi.org/10.1111/j.1467-968X.2009.01228.x,tr,,Transactions of the Philological Society,TRUE,
2021-11-02T14:15:32.396Z,1899-12-31T14:10:00Z,2021-11-02T00:00:00Z,TR,0fba09d1,There are no issues,L2 English,0.711,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Video","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T14:15:00Z,2021-11-02T00:00:00Z,Canada,Experimental study,2008.0,2008,Pre-OS,http://doi.org/10.1177/1362168807086287,tr,,Language Teaching Research,TRUE,
2021-11-02T14:23:28.664Z,1899-12-31T14:16:00Z,2021-11-02T00:00:00Z,TR,9586644,There are no issues,English,5.747,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,used several corpora,Unclear,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T14:23:00Z,2021-11-02T00:00:00Z,USA,Corpus study,2019.0,2019,After-OS,http://doi.org/10.1007/s10462-017-9594-y,tr,,,TRUE,
2021-11-02T14:27:21.554Z,1899-12-31T14:24:00Z,2021-11-02T00:00:00Z,TR,f9a2d810,There are no issues,unclear,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T14:27:00Z,2021-11-02T00:00:00Z,Slovenia,,NA,2019,After-OS,http://doi.org/10.4312/elope.16.2.9-11,tr,,ELOPE: English Language Overseas Perspectives and Enquiries,TRUE,
2021-11-02T14:31:40.877Z,1899-12-31T14:28:00Z,2021-11-02T00:00:00Z,TR,5fb1aadd,There are no issues,unclear,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T14:31:00Z,2021-11-02T00:00:00Z,Italy,,NA,2018,After-OS,http://doi.org/,tr,,inTRAlinea,TRUE,
2021-11-02T14:38:37.863Z,1899-12-31T14:31:00Z,2021-11-02T00:00:00Z,TR,8e62c0dd,There are no issues,Japanese,2.444,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T14:38:00Z,2021-11-02T00:00:00Z,Japan,Experimental study,2018.0,2018,After-OS,http://doi.org/10.1080/23273798.2018.1444185,tr,,"Language, Cognition and Neuroscience",TRUE,
