Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Shields Jr., K.","14422874900","Indo-European emphatic pronouns and Skt. pronominal -am",2008,"Indogermanische Forschungen",113,"",,76,82,,,10.1515/IDGF.2008.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950718692&partnerID=40&md5=3fe447f4423f5b0635e9f2e6b125b926",Review,Final,,Scopus,2-s2.0-77950718692
"Manco, A.","36023995000","On the toponym Schiava 'slave'",2008,"Indogermanische Forschungen",113,"",,271,283,,,10.1515/IDGF.2008.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950717689&partnerID=40&md5=8d2285e050d3dd90c586d9590dff895c",Review,Final,,Scopus,2-s2.0-77950717689
"Leek, T.","36489767700","Holda: Between folklore and linguistics",2008,"Indogermanische Forschungen",113,"",,312,338,,,10.1515/IDGF.2008.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950715801&partnerID=40&md5=fb51e1e0a4a2db03bd9eabba673cf2d2",Review,Final,,Scopus,2-s2.0-77950715801
"Peyrot, M.","36470843600","More Sanskrit - Tocharian B bilingual Udanavarga fragments",2008,"Indogermanische Forschungen",113,"",,83,125,,4,10.1515/IDGF.2008.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950715442&partnerID=40&md5=85151184257e3996e52d79a1d3a3f597",Review,Final,,Scopus,2-s2.0-77950715442
"Thomason, O.","36490528200","Notes on spatial semantics of Gothic prepositions",2008,"Indogermanische Forschungen",113,"",,284,298,,,10.1515/IDGF.2008.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950710703&partnerID=40&md5=4016fe59e6cb99ffbec6803763ea509a",Review,Final,,Scopus,2-s2.0-77950710703
"Brosman Jr., P.W.","26033853800","Hittite evidence and the myth of the amorphous neuter",2008,"Indogermanische Forschungen",113,"",,126,148,,1,10.1515/IDGF.2008.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950698171&partnerID=40&md5=fd26a8775af20e1935c46b30ae1810e0",Review,Final,,Scopus,2-s2.0-77950698171
"Sims, C.","8332045000","Assessing the language proficiency of tribal heritage language learners: Issues and concerns for American Indian Pueblo languages",2008,"Current Issues in Language Planning",9,"3",,327,343,,5,10.2167/cilp139.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249108806&partnerID=40&md5=4b98b53e78a7a5f37611349db6bc0164",Review,Final,,Scopus,2-s2.0-57249108806
"Kamwendo, G.H.","8698420600","Language proficiency testing and the expatriate medical practitioner in Malawi",2008,"Current Issues in Language Planning",9,"3",,317,326,,,10.2167/cilp138.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249108803&partnerID=40&md5=83a4f2565f6052b90ae50f836b076eff",Review,Final,,Scopus,2-s2.0-57249108803
"Liddicoat, A.J.","24294921300","Language planning and questions of national security: An overview of planning approaches",2008,"Current Issues in Language Planning",9,"2",,129,153,,9,10.2167/cilp122.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249108797&partnerID=40&md5=2382658a8a101ee5d0182879120d56d3",Review,Final,,Scopus,2-s2.0-57249108797
"Scarino, A.","8397480200","The role of assessment in policy-making for languages education in Australian schools: A struggle for legitimacy and diversity",2008,"Current Issues in Language Planning",9,"3",,344,362,,6,10.2167/cilp140.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249108753&partnerID=40&md5=224ce075158e7ae7398f8733726da65d",Review,Final,,Scopus,2-s2.0-57249108753
"Laversuch, I.M.","15069419100","Putting Germany's language tests to the test: An examination of the development, implementation and efficacy of using language proficiency tests to mediate German citizenship",2008,"Current Issues in Language Planning",9,"3",,282,298,,5,10.2167/cilp136.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249089439&partnerID=40&md5=2dfaf4ebb8fc3e92c93c84e180179801",Review,Final,,Scopus,2-s2.0-57249089439
"East, M.","56188100300","Language evaluation policies and the use of support resources in assessments of language proficiency",2008,"Current Issues in Language Planning",9,"3",,249,261,,3,10.2167/cilp134.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249089437&partnerID=40&md5=7f72a67f75aad9e3b0225540cfbcbcf6",Review,Final,,Scopus,2-s2.0-57249089437
"Crossey, M.","25824223700","English for global peacekeeping",2008,"Current Issues in Language Planning",9,"2",,207,218,,2,10.2167/cilp129.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249089436&partnerID=40&md5=926946f3a9f7e8e5494f5979fa611098",Review,Final,,Scopus,2-s2.0-57249089436
"Gould, J.","57197302501","The affects of language assessment policies in speech-language pathology on the educational experiences of indigenous students",2008,"Current Issues in Language Planning",9,"3",,299,316,,5,10.2167/cilp137.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249089426&partnerID=40&md5=8096e4178b8729dc2766664d10d9d2c8",Review,Final,,Scopus,2-s2.0-57249089426
"Blanco, J.L.","25824201300","Tense times and language planning",2008,"Current Issues in Language Planning",9,"2",,155,178,,14,10.2167/cilp132.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249089424&partnerID=40&md5=372132d2b2705094bd6be21a9cb8cf2a",Review,Final,,Scopus,2-s2.0-57249089424
"Shohamy, E.","6507828870","Language policy and language assessment: The relationship",2008,"Current Issues in Language Planning",9,"3",,363,373,,17,10.1080/14664200802139604,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249088704&partnerID=40&md5=05adec354c346f2fe6a1d25a46bc315a",Review,Final,,Scopus,2-s2.0-57249088704
"Wenden, A.L.","8768868400","Planning language change: A strategy for promoting human and ecological security",2008,"Current Issues in Language Planning",9,"2",,193,206,,3,10.2167/cilp123.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-48049123624&partnerID=40&md5=25decba0cc5529c12696ec2e0625322c",Review,Final,,Scopus,2-s2.0-48049123624
"Cañado, M.L.P.","8215356900","Interview with Stella Ting-Toomey",2008,"Language and Intercultural Communication",8,"3",,209,217,,3,10.1080/14708470802167826,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249108721&partnerID=40&md5=56a13a0f9b7afead728dc1c4229e8363",Article,Final,,Scopus,2-s2.0-57249108721
"Baek, M., Damarin, S.K.","56410556700; 6505788031","Computer-mediated communication as experienced by Korean women students in US higher education",2008,"Language and Intercultural Communication",8,"3",,192,208,,5,10.1080/14708470802167818,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249097850&partnerID=40&md5=7b5fbae60cde9c7686049017590cb8c8",Article,Final,,Scopus,2-s2.0-57249097850
"St Clair, R., Phipps, A.","9335312900; 23068428100","Ludic literacies at the intersections of cultures: An interview with James Paul Gee",2008,"Language and Intercultural Communication",8,"2",,91,100,,3,10.1080/14708470802270950,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249093741&partnerID=40&md5=55c767be46eece911b42ed5331bf28d8",Article,Final,,Scopus,2-s2.0-57249093741
"Pegrum, M.","10642047100","Film, culture and identity: Critical intercultural literacies for the language classroom",2008,"Language and Intercultural Communication",8,"2",,136,154,,22,10.1080/14708470802271073,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249093728&partnerID=40&md5=97a758a9ef551da5556391ec0ba25055",Article,Final,,Scopus,2-s2.0-57249093728
"East, M.","56188100300","Moving towards 'Us-others' reciprocity: Implications of glocalisation for language learning and intercultural communication",2008,"Language and Intercultural Communication",8,"3",,156,171,,11,10.1080/14708470802167776,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249089358&partnerID=40&md5=827630f0561150c41502039a6ff9ac67",Article,Final,,Scopus,2-s2.0-57249089358
"McMillan, K.","14027188600","Changing identities: Intercultural dimensions in Scottish educational contexts",2008,"Language and Intercultural Communication",8,"2",,119,135,,1,10.1080/14708470802271032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249088719&partnerID=40&md5=c908f74412a9634507097cacce16bb83",Article,Final,,Scopus,2-s2.0-57249088719
"Adejunmobi, M.","8130455400","Intercultural and transcultural literacy in contemporary Africa",2008,"Language and Intercultural Communication",8,"2",,72,90,,1,10.1080/14708470802270828,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249088513&partnerID=40&md5=0e8aeb85991bbd4be208c8f7c55d1871",Article,Final,,Scopus,2-s2.0-57249088513
"Diehl, W.C., Prins, E.","25824153000; 15728373500","Unintended outcomes in Second Life: Intercultural literacy and cultural identity in a virtual world",2008,"Language and Intercultural Communication",8,"2",,101,118,,55,10.1080/14708470802139619,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57249084179&partnerID=40&md5=d875876766b99ebda127b77458ea5788",Article,Final,,Scopus,2-s2.0-57249084179
"Mueller Gathercole, V.C., Thomas, E.M., Hughes, E.","6602109831; 8902324600; 36740405000","Designing a normed receptive vocabulary test for bilingual populations: A model from Welsh",2008,"International Journal of Bilingual Education and Bilingualism",11,"6",,678,720,,45,10.2167/beb481.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57149148166&partnerID=40&md5=46bd7ac169484710c4621adc81ab0f75",Article,Final,,Scopus,2-s2.0-57149148166
"Lavoie, C.","25823910200","'Hey, teacher, speak black please': The educational effectiveness of bilingual education in Burkina Faso",2008,"International Journal of Bilingual Education and Bilingualism",11,"6",,661,677,,7,10.2167/beb475.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57149145715&partnerID=40&md5=ca291fe147a2e22c839ff61214ffc38b",Article,Final,,Scopus,2-s2.0-57149145715
"Igboanusi, H.","14054063300","Mother tongue-based bilingual education in Nigeria: Attitudes and practice",2008,"International Journal of Bilingual Education and Bilingualism",11,"6",,721,734,,14,10.2167/beb489.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57149141061&partnerID=40&md5=efb2335c42ebd5ee262c5138b3eef9e8",Review,Final,,Scopus,2-s2.0-57149141061
"Parkes, J.","7103261886","Who chooses dual language education for their children and why",2008,"International Journal of Bilingual Education and Bilingualism",11,"6",,635,660,,24,10.2167/beb470.0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57149134000&partnerID=40&md5=8ed4edeac2055e36ee90a93f64b00639",Article,Final,,Scopus,2-s2.0-57149134000
"Swinehart, K.L.","25723828800","The mass-mediated chronotope, radical counterpublics, and dialect in 1970s Norway: The case of Vømmøl spellmanslag",2008,"Journal of Linguistic Anthropology",18,"2",,290,301,,5,10.1111/j.1548-1395.2008.00023.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049165973&partnerID=40&md5=e8eb3d1f16a6a798a4b3f391fedc9eb9",Article,Final,,Scopus,2-s2.0-57049165973
"Shankar, S.","15064729400","Speaking like a model minority: ""FOB"" styles, gender, and racial meanings among desi teens in Silicon Valley",2008,"Journal of Linguistic Anthropology",18,"2",,268,289,,54,10.1111/j.1548-1395.2008.00022.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049165421&partnerID=40&md5=934b2749aff9c85c8a962fcf1a26933f",Article,Final,,Scopus,2-s2.0-57049165421
"Jackson, J.L.","55465605700","Building publics, shaping public opinion: Interanimating registers in Malagasy Kabary oratory and political cartooning",2008,"Journal of Linguistic Anthropology",18,"2",,214,235,,17,10.1111/j.1548-1395.2008.00020.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049158691&partnerID=40&md5=7677b8c077a0ed975c61994de1dcfed2",Article,Final,,Scopus,2-s2.0-57049158691
"Hoffmann-Dilloway, E.","25723393800","Metasemiotic regimentation in the standardization of Nepali sign language",2008,"Journal of Linguistic Anthropology",18,"2",,192,213,,13,10.1111/j.1548-1395.2008.00019.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049156014&partnerID=40&md5=08a57536b32cf1afb2bb52b3a5fde0b4",Article,Final,,Scopus,2-s2.0-57049156014
"Lemon, A.","7003780525","Hermeneutic algebra: Solving for love, time/space, and value in Putin-era personal ads",2008,"Journal of Linguistic Anthropology",18,"2",,236,267,,14,10.1111/j.1548-1395.2008.00021.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049143671&partnerID=40&md5=ba4dbd6f8f430885dd81c4b01d204f9a",Article,Final,,Scopus,2-s2.0-57049143671
"Bier, J.","25723047700","How Niqula Nasrallah became John Jacob Astor: Syrian emigrants aboard the titanic and the materiality of language",2008,"Journal of Linguistic Anthropology",18,"2",,171,191,,3,10.1111/j.1548-1395.2008.00029.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57049124261&partnerID=40&md5=486f57c83da77836102a7e7e074cf0bd",Article,Final,,Scopus,2-s2.0-57049124261
"Domahs, U., Wiese, R., Bornkessel-Schlesewsky, I., Schlesewsky, M.","23972384100; 35588925900; 15843082700; 6601962210","The processing of German word stress: Evidence for the prosodic hierarchy",2008,"Phonology",25,"1",,1,36,,44,10.1017/S0952675708001383,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950173421&partnerID=40&md5=4f4e56278c2aec204b6dcc7c740868bf",Article,Final,,Scopus,2-s2.0-60950173421
"Goldsmith, J.A.","15069472500","Generative phonology in the late 1940s",2008,"Phonology",25,"1",,37,59,,7,10.1017/S0952675708001395,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950163309&partnerID=40&md5=e6c931d33398410800030eb4e183d751",Review,Final,,Scopus,2-s2.0-60950163309
"Paul, R.","38261676100","Imperial nostalgia: Victorian values, history and teenage fiction in Britain",2008,"Moderna Sprak",102,"1",,1,13,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950082171&partnerID=40&md5=d48f9a75424c3fa179052df10cc2ac51",Review,Final,,Scopus,2-s2.0-60950082171
"Kennedy, R.","57208041459","Bugotu and Cheke Holo reduplication: In defence of the emergence of the unmarked",2008,"Phonology",25,"1",,61,82,,3,10.1017/S0952675708001401,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950008023&partnerID=40&md5=c4984e6d331398757672d952fcd50986",Review,Final,,Scopus,2-s2.0-60950008023
"Ohlander, S.","6506061487","A ""huge book"". Spoken and written English: A grammar for advanced learners",2008,"Moderna Sprak",102,"1",,15,34,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60949862173&partnerID=40&md5=14c93f83169265ded2bfd22c930c45eb",Review,Final,,Scopus,2-s2.0-60949862173
"Moreton, E.","6508089396","Analytic bias and phonological typology",2008,"Phonology",25,"1",,83,127,,108,10.1017/S0952675708001413,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59149086675&partnerID=40&md5=6a7676a5eb9f3147ceb62ecbf111b6f5",Review,Final,,Scopus,2-s2.0-59149086675
[No author name available],[No author name available],"The taming of the amazon: Pentesilie in ulrich von Türheim's Rennewart",2008,"Medium Aevum",77,"1",,91,95,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950159336&partnerID=40&md5=3679e0023c9d161616a38175c556d328",Article,Final,,Scopus,2-s2.0-60950159336
"Galloway, J.","37095222900","Language shift and cultural change in the gaidhealtachd - What prospect for the cultural identity?",2008,"Scottish Gaelic Studies",23,"",,201,212,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950034931&partnerID=40&md5=0a2c8959c6d63f58be92d4d25019feec",Article,Final,,Scopus,2-s2.0-60950034931
"Bould, C.","52963342700","Differences of perspective: Aonghas Mac Coinnich, author of Eachdraidh na h-Alba (1867), and his encounter with J. F. Campbell",2008,"Scottish Gaelic Studies",23,"",,123,144,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60949901284&partnerID=40&md5=47578a1bcb4fec3f8c29b79937bb53f4",Review,Final,,Scopus,2-s2.0-60949901284
"Arbuthnot, S.J.","26034209300","Medieval etymology, knives, scone and skene",2008,"Scottish Gaelic Studies",23,"",,1,19,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60949793064&partnerID=40&md5=d47186af6efbbbb12825a00738f6ec6f",Article,Final,,Scopus,2-s2.0-60949793064
"Breeze, A.","16445972000","Scots fary, 'tumult' and gaelic faire, 'look out!'",2008,"Scottish Gaelic Studies",23,"",,53,56,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60949728008&partnerID=40&md5=ced0fd3de6444ac1b99c97d2100aebaf",Article,Final,,Scopus,2-s2.0-60949728008
"Baoill, C.Ó.","52963183800","Robert Campbell, forsair choire an t-sìth",2008,"Scottish Gaelic Studies",23,"",,57,84,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60949695841&partnerID=40&md5=e188d09a6f3397e56cb1d60c5724b2d0",Article,Final,,Scopus,2-s2.0-60949695841
"Macpherson, I.S.","37095598600","'Like a peeling on the water': Songs of dislocation and displacement in the Prince Edward Island Gaelic context",2008,"Scottish Gaelic Studies",23,"",,179,200,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60949571653&partnerID=40&md5=501df6b2a5613189f8af7a8929f0056a",Article,Final,,Scopus,2-s2.0-60949571653
"Tambakaki, P.","26027305000","A modern poet reads ancient war texts: Politics, life and death in George Seferis' 'The Last Day'",2008,"Byzantine and Modern Greek Studies",32,"2",,218,236,,2,10.1179/174962508X322696,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950288892&partnerID=40&md5=4b0dc2d3363a7bb9867e7f6ba0746ecb",Article,Final,,Scopus,2-s2.0-60950288892
"Livanos, C.","37069346200","Exile and return in John Mauropous, poem 47",2008,"Byzantine and Modern Greek Studies",32,"1",,38,49,,1,10.1179/030701308X259651,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950236823&partnerID=40&md5=f17f6e0482fdd8296bb1cd1ee29853e8",Article,Final,,Scopus,2-s2.0-60950236823
"Hoff, L.","55249034800","The critical poetry of Nicolas Calas: Challenging the poetics of Greekness",2008,"Byzantine and Modern Greek Studies",32,"1",,104,121,,3,10.1179/030701308X259697,"https://www.scopus.com/inward/record.url?eid=2-s2.0-60950200399&partnerID=40&md5=c19535e526d96b75b29ab634f77d4e7f",Article,Final,,Scopus,2-s2.0-60950200399
