row_num,ID,clickable_doi,Title,Year,Authors,year_split,first_code_initials,first_code_include,first_code_reason,second_code_include,second_code_reason,second_code_initials
139,,http://doi.org/10.1016/j.langsci.2006.12.028,Language and landscape: a cross-linguistic perspective,2008,"Burenhult, N., Levinson, S.C.",Pre-OS,iac 39,Yes,NA,NA,NA,NA
140,,http://doi.org/10.3758/APP.71.1.116,"Aging and the perception of slant from optical texture, motion parallax, and binocular disparity",2009,"Norman, J.F., Crabtree, C.E., Bartholomew, A.N., Ferrell, E.L.",Pre-OS,iac 40,No,vision,NA,NA,NA
141,,http://doi.org/10.1177/0957926508089940,The politics of recontextualization: Discursive competition over claims of Iranian involvement in Iraq,2008,"Hodges, A.",Pre-OS,iac 41,Unsure,intertextuality; recontextualization,NA,NA,NA
142,,http://doi.org/10.1017/S0958344008000220,Listening to the learner voice: The ever changing landscape of technology use for language students,2008,"Conole, G.",Pre-OS,iac 42,Yes,NA,NA,NA,NA
143,,http://doi.org/,"From bergsteiger to bergkrieger. Gustav Renker, Luis Trenker, and the Rebirth of the German nation in rock and ice",2009,"Wilms, W.",Pre-OS,iac 43,No,Lit review,NA,NA,NA
144,,http://doi.org/,The fighting style: Reading the unabomber's strunk and white,2009,"Prenderqast, C.",Pre-OS,iac 44,No,Manifesto review,NA,NA,NA
145,,http://doi.org/10.1111/j.1467-971X.2008.00550.x,"American \""prestige press\"" representations of the global hegemony of English",2008,"Demont-Heinrich, C.",Pre-OS,iac 45,Yes,NA,NA,NA,NA
146,,http://doi.org/10.1093/ywcct/mbp001,Film theory,2009,"During, L.",Pre-OS,iac 46,No Access,Lit review; can't find full article,NA,NA,NA
147,,http://doi.org/10.1002/j.1545-7249.2009.tb00188.x,Globalization and language learning in rural Japan: The role of English in the local linguistic ecology,2009,"Kubota, R., McKay, S.",Pre-OS,iac 47,Yes,NA,NA,NA,NA
148,,http://doi.org/10.1080/02699200902839818,A retrospective study of phonetic inventory complexity in acquisition of Spanish: Implications for phonological universals,2009,"Cata√±o, L., Barlow, J.A., Moyna, M.I.",Pre-OS,iac 48,Yes,NA,NA,NA,NA
149,,http://doi.org/10.1177/0739986308322913,Academic success strategy use among community-active urban hispanic adolescents,2008,"Vick, R.M., Packard, B.W.-L.",Pre-OS,iac 49,No,academic success; not language-specific,NA,NA,NA
150,,http://doi.org/,Half a century of relative monitoring. on the 1959 which-hunt in Scientific American,2008,"Olofsson, A.",Pre-OS,iac 50,No Access,can't find it,NA,NA,NA
151,,http://doi.org/10.1080/02666030.2009.9628703,Royal katars of bundi,2009,"Nordlunde, J.",Pre-OS,iac 51,No,Katar History; no language,NA,NA,NA
152,,http://doi.org/10.1080/1750399X.2008.10798765,Admission testing for interpreting courses,2008,"Timarov√°, ≈†., Ungoed-Thomas, H.",Pre-OS,iac 52,No,testing methods,NA,NA,NA
153,,http://doi.org/,Taking a reading/writing intervention for secondary English language learners on the road: Lessons learned from the pathway project,2008,"Olson, C.B., Land, R.",Pre-OS,iac 53,Yes,NA,NA,NA,NA
154,,http://doi.org/10.1142/S1793351X09000707,A new dissimilarity measure for cut detection using bipartite graph matching,2009,"Guimar√£es, S.J.F., Do Patroc√≠nio, Z.K.G., De Paula, H.B., Da Silva, H.B.",Pre-OS,iac 54,No,Videography,NA,NA,NA
155,,http://doi.org/10.1080/19388070802251988,Promoting change through professional development: The place of teacher intentionality in reading instruction,2009,"Putman, S.M., Smith, L.L., Cassady, J.C.",Pre-OS,iac 55,No,teaching practices,NA,NA,NA
156,,http://doi.org/10.1515/CLLT.2008.003,Deciding on units of analysis within Centering Theory,2008,"Taboada, M., Zabala, L.H.",Pre-OS,iac 56,Yes,NA,NA,NA,NA
157,,http://doi.org/10.1177/0093650208315976,Political Ads and citizen communication,2008,"Cho, J.",Pre-OS,iac 57,Unsure,politics & communication,NA,NA,NA
158,,http://doi.org/10.1515/LITY.2009.005,On the (un)suitability of semantic categories,2009,"Rijkhoff, J.",Pre-OS,iac 58,Yes,NA,NA,NA,NA
159,,http://doi.org/,"Struggling over theory, struggling over identity",2008,"Olson, G.A.",Pre-OS,iac 59,No,lit review,NA,NA,NA
160,,http://doi.org/10.1016/j.pragma.2007.02.004,A filial son or a loving mother?. Evaluation as recontextualisation devices in property transaction reports,2008,"Kong, K.C.C.",Pre-OS,iac 60,Yes,NA,NA,NA,NA
161,,http://doi.org/10.1163/1960602808X00064,Phonemic and tonal analysis of Yongning Na,2008,"Michaud, A.",Pre-OS,iac 61,Yes,NA,NA,NA,NA
162,,http://doi.org/10.1353/ajp.0.0049,"The \""Reassurance of fratricide\"" in the Aeneid",2009,"Pogorzelski, R.J.",Pre-OS,iac 62,No,Poetry; Literature,NA,NA,NA
163,,http://doi.org/10.1080/02687030802669518,Production and comprehension of unaccusatives in aphasia,2009,"McAllister, T., Bachrach, A., Waters, G., Michaud, J., Caplan, D.",Pre-OS,iac 63,Yes,NA,NA,NA,NA
164,,http://doi.org/10.1080/14708470902748822,Reclaiming the local in teaching EIL,2009,"Rubdy, R.",Pre-OS,iac 64,Yes,NA,NA,NA,NA
165,,http://doi.org/10.5565/rev/catjl.136,Pleonastic tet in the lapscheure dialect,2008,"Haegeman, L., Van De Velde, D.",Pre-OS,iac 65,No Access,can't find it,NA,NA,NA
166,,http://doi.org/,Der wiener aus hofmannsthal': The making of Max Mell's Das Apostelspiel,2009,"Beniston, J.",Pre-OS,iac 66,No,Literature,NA,NA,NA
167,,http://doi.org/10.1016/j.cognition.2008.07.013,The spacing effect in children's memory and category induction,2008,"Vlach, H.A., Sandhofer, C.M., Kornell, N.",Pre-OS,iac 67,No,memory,NA,NA,NA
168,,http://doi.org/10.1016/j.artint.2008.12.004,Psychiatric document retrieval using a discourse-aware model,2009,"Yu, L.-C., Wu, C.-H., Jang, F.-L.",Pre-OS,iac 68,Unsure,word-retrieval models,NA,NA,NA
169,,http://doi.org/10.1111/j.1467-971X.2009.01593.x,Modals and quasi-modals in world Englishes,2009,"Collins, P.",Pre-OS,iac 69,Yes,NA,NA,NA,NA
170,,http://doi.org/10.1515/jlse.2008.001,"We are you: The plural and the dual in \""we\"" fictional narratives",2008,"Marcus, A.",Pre-OS,iac 70,No Access,can't find it,NA,NA,NA
171,,http://doi.org/10.1080/02687030802669534,Conversational script performance in adults with non-fluent aphasia: Treatment intensity and aphasia severity,2009,"Lee, J.B., Kaye, R.C., Cherney, L.R.",Pre-OS,iac 71,Yes,NA,NA,NA,NA
172,,http://doi.org/10.1632/pmla.2009.124.2.533,Emily Dickinson's animal pedagogies,2009,"Boggs, C.G.",Pre-OS,iac 72,No,Lit review,NA,NA,NA
173,,http://doi.org/10.1142/S1793351X08000555,Lowering the Barriers to Participation in the Development of Human-Artifact Interaction Systems,2008,"Guo, B.I.N., Satake, S., Imai, M.",Pre-OS,iac 73,No,computer stuff,NA,NA,NA
174,,http://doi.org/10.1016/j.cognition.2009.08.006,Is banara really a word?,2009,"Qiao, X., Forster, K., Witzel, N.",Pre-OS,iac 74,Yes,NA,NA,NA,NA
175,,http://doi.org/10.1007/s10503-009-9166-7,Making connections: Categorisations and particularisations in students' literary argument,2009,"R√∏dnes, K.A.",Pre-OS,iac 75,Yes,NA,NA,NA,NA
176,,http://doi.org/10.1017/s1138741600004583,Maternal concepts and expectations regarding a preterm infant,2008,"Padovani, F.H.P., Linhares, M.B.M., Pinto, I.D., Duarte, G., Martinez, F.E.",Pre-OS,iac 76,No,birth?,NA,NA,NA
177,,http://doi.org/10.1016/j.cognition.2007.12.001,Intersensory redundancy accelerates preverbal numerical competence,2008,"Jordan, K.E., Suanda, S.H., Brannon, E.M.",Pre-OS,iac 77,No,non-language-specific cognition,NA,NA,NA
178,,http://doi.org/10.1515/TEXT.2008.019,Constructing ethnicity in New Zealand workplace stories,2008,"Marra, M., Holmes, J.",Pre-OS,iac 78,Unsure,"language, culture, identity",NA,NA,NA
179,,http://doi.org/,The good soldier's end: From suicide to martyrdom,2008,"Woods, D.",Pre-OS,iac 79,No Access,can't find it,NA,NA,NA
180,,http://doi.org/10.1007/s10849-008-9073-6,A logic of situated resource-bounded agents,2009,"Alechina, N., Logan, B.",Pre-OS,iac 80,No,Intelligence Agency,NA,NA,NA
181,,http://doi.org/10.1515/angl.2008.071,"Stefan Jurasinski, Ancient Privileges: ‚ÄòBeowulf‚Äô, Law, and the Making of Germanic Antiquity; John M. Hill, The Narrative Pulse of ‚ÄòBeowulf‚Äô: Arrivals and Departures",2008,"Reichl, K.",Pre-OS,iac 81,No,Literature/History,NA,NA,NA
182,,http://doi.org/10.1080/00335630802210377,"An inflammatory fag and a queer form: Larry Kramer, polemics, and rhetorical agency",2008,"Rand, E.J.",Pre-OS,iac 82,Yes,NA,NA,NA,NA
183,,http://doi.org/10.1080/14790710802152438,Multilingual education in Macao,2009,"Young, M.Y.C.",Pre-OS,iac 83,Yes,NA,NA,NA,NA
184,,http://doi.org/10.1007/s11185-008-9032-5,On the edition of the February Menaion,2009,"Krysko, V.",Pre-OS,iac 84,No Access,can't find in English,NA,NA,NA
185,,http://doi.org/10.1075/nowele.53.05ham,An etymological note on english Ta and Ta-Ta,2008,"Hamp, E.P.",Pre-OS,iac 85,No Access,can't find,NA,NA,NA
186,,http://doi.org/10.1016/j.pragma.2007.06.004,The role of the overt expression of first and second person subject in Japanese,2008,"Lee, D.-Y., Yonezawa, Y.",Pre-OS,iac 86,Yes,NA,NA,NA,NA
187,,http://doi.org/10.1037/a0014873,In Search of Decay in Verbal Short-Term Memory,2009,"Berman, M.G., Jonides, J., Lewis, R.L.",Pre-OS,iac 87,No,memory,NA,NA,NA
188,,http://doi.org/10.3758/APP.71.2.248,Logical recoding of S-R rules can reverse the effects of spatial S-R correspondence,2009,"W√ºhr, P., Biebl, R.",Pre-OS,iac 88,No,perception,NA,NA,NA
189,,http://doi.org/10.1080/03740460903364219,The macro-level social meanings of late-modern Danish accents,2009,"Kristiansen, T.",Pre-OS,iac 89,Yes,NA,NA,NA,NA
190,,http://doi.org/10.1177/0261927X08322482,Presentation of the political self: Commitment in electoral media dialogue,2008,"Johansson, M.",Pre-OS,iac 90,No,politics,NA,NA,NA
191,,http://doi.org/10.1075/jlp.8.2.07leo,Coping with collective responsibilities an explorative study on Italian historical identity across three generations,2009,"Leone, G., Curigliano, G.",Pre-OS,iac 91,No,Italian History,NA,NA,NA
192,,http://doi.org/10.1556/AAnt.48.2008.1-2.22,Some thoughts on the fragments of antiphon,2008,"M√©sz√°ros, T.",Pre-OS,iac 92,No Access,can't find it,NA,NA,NA
193,,http://doi.org/10.1044/1092-4388(2008/070),Stalls and revisions: A developmental perspective on sentence production,2008,"Rispoli, M., Hadley, P., Holt, J.",Pre-OS,iac 93,Yes,NA,NA,NA,NA
194,,http://doi.org/10.1556/Acr.9.2008.2.2,Explicitness in translation and interpreting: A critical review and some empirical evidence (of an elusive concept),2008,"Baumgarten, N., Meyer, B., √ñz√ßetin, D.",Pre-OS,iac 94,Yes,NA,NA,NA,NA
195,,http://doi.org/10.1044/1092-4388(2008/021),Swallowing and dysphagia rehabilitation: Translating principles of neural plasticity into clinically oriented evidence,2008,"Robbins, J., Butler, S.G., Daniels, S.K., Gross, R.D., Langmore, S., Lazarus, C.L., Martin-Harris, B., McCabe, D., Musson, N., Rosenbek, J.C.",Pre-OS,iac 95,No,Swallowing Rehabilitation,NA,NA,NA
196,,http://doi.org/10.1080/01434630802147882,"The meaning of English words across cultures, with a focus on Cameroon and Hong Kong",2009,"Bobda, A.S.",Pre-OS,iac 96,Yes,NA,NA,NA,NA
197,,http://doi.org/10.1080/02666030.2008.9628684,Symbols of coins of the vijayanagara empire,2008,"Mears, B.",Pre-OS,iac 97,No,History,NA,NA,NA
198,,http://doi.org/10.1017/S0022226708005343,English focus inversion,2008,"Culicover, P.W., Winkler, S.",Pre-OS,iac 98,Yes,NA,NA,NA,NA
199,,http://doi.org/10.2307/20467909,"Unamuno, the reader, and the hermeneutical gap",2008,"Longhurst, C.A.",Pre-OS,iac 99,No,literature review,NA,NA,NA
200,,http://doi.org/10.2167/laic298.0,Intercultural communication and the challenges of migration,2008,"Verschueren, J.",Pre-OS,iac 100,No Access,can't find it,NA,NA,NA
201,,http://doi.org/10.1080/23268263.2009.10761521,Essay Unsung Heroes Building an Actor-Centered Company at Oregon Shakespeare Festival An Interview with John Sipes &amp; Scott Kaiser,2009,"Johnson, M.",Pre-OS,kc 1,No,art,NA,NA,NA
202,,http://doi.org/10.1162/coli.07-056-R1-07-027,Algorithms for deterministic incremental dependency parsing,2008,"Nivre, J.",Pre-OS,kc 2,Yes,NA,NA,NA,NA
203,,http://doi.org/10.1007/s11145-007-9098-2,Using response to kindergarten and first grade intervention to identify children at-risk for long-term reading difficulties,2008,"Vellutino, F.R., Scanlon, D.M., Zhang, H., Schatschneider, C.",Pre-OS,kc 3,Yes,NA,NA,NA,NA
204,,http://doi.org/,Literary politics and the euripidean vita,2008,[No author name available],Pre-OS,kc 4,No,classics/literature,NA,NA,NA
205,,http://doi.org/10.1632/pmla.2009.124.2.542,Animal studies and the deconstruction of character,2009,"Boehrer, B.",Pre-OS,kc 5,No,literature,NA,NA,NA
206,,http://doi.org/10.1177/0093650209338905,Exploring the association between news use and social capital: Evidence of variance by ethnicity and medium,2009,"Beaudoin, C.E.",Pre-OS,kc 6,No,communication studies but no language,NA,NA,NA
207,,http://doi.org/10.17239/l1esll-2010.10.01.05,Using asl and print-based sign to build fluency and greater independence with written english among deaf students,2009,"Wolbers, K.A.",Pre-OS,kc 7,Yes,NA,NA,NA,NA
208,,http://doi.org/10.1418/30930,Compounds in Swedish,2009,"Niemi, S.",Pre-OS,kc 8,No Access,I don't have access. https://www.rivisteweb.it/doi/10.1418/30930,NA,NA,NA
209,,http://doi.org/10.3758/APP.71.5.989,Spatial cuing does not affect the magnitude of the attentional blink,2009,"Ghorashi, S., Enns, J.T., Spalek, T.M., Di Lollo, V.",Pre-OS,kc 9,No,attention but not language,NA,NA,NA
210,,http://doi.org/10.1080/10720530802255202,What will hatch? a constructivist autobiographical account of writing poetry,2008,"King, N.",Pre-OS,kc 10,No,literature,NA,NA,NA
211,,http://doi.org/10.3176/lu.2008.3.04,Syntactic functions of modal words in modern Mari,2008,"Anisimova, O.",Pre-OS,kc 11,Yes,NA,NA,NA,NA
212,,http://doi.org/10.1080/1750399X.2009.10798783,"Doctoral work in translation studies as an interdisciplinary mutual learning process: How a translator, teacher educator and linguistic typologist worked together",2009,"Burns, A., Kim, M., Matthiessen, C.M.I.M.",Pre-OS,kc 12,Yes,NA,NA,NA,NA
213,,http://doi.org/10.1177/1750481308098764,"Television news, narrative conventions and national imagination",2009,"Mihelj, S., Bajt, V., Pankov, M.",Pre-OS,kc 13,Unsure,communcation and media studies on narratives,NA,NA,NA
214,,http://doi.org/10.1080/02687030701536024,Observing people with aphasia: Environmental factors that influence their community participation,2008,"Howe, T.J., Worrall, L.E., Hickson, L.M.H.",Pre-OS,kc 14,No,aphasia but no language,NA,NA,NA
215,,http://doi.org/10.1080/09588220802447727,Construction grammar in ICALL,2008,"Schulze, M., Penner, N.",Pre-OS,kc 15,Yes,NA,NA,NA,NA
216,,http://doi.org/10.1016/j.bandl.2008.01.005,Individual differences in the acquisition of second language phonology,2009,"Golestani, N., Zatorre, R.J.",Pre-OS,kc 16,Yes,NA,NA,NA,NA
217,,http://doi.org/10.1111/j.1944-9720.2009.01049.x,Student preconceptions of japanese language learning in 1989 and 2004,2009,"Hayashi, A.",Pre-OS,kc 17,Yes,NA,NA,NA,NA
218,,http://doi.org/,Fontane and the programmatic realists: Contrasting theories of the novel,2008,"Bowman, P.J.",Pre-OS,kc 18,No,literature,NA,NA,NA
219,,http://doi.org/10.1002/j.1545-7249.2009.tb00251.x,Dynamic speaking assessments,2009,"Hill, K., Sabet, M.",Pre-OS,kc 19,Yes,NA,NA,NA,NA
220,,http://doi.org/10.1080/01638530902959596,Keeping track of speaker's perspective: The role of social identity,2009,"Senay, I., Keysar, B.",Pre-OS,kc 20,No,social psychology (not that directly related to language but more about concept),NA,NA,NA
221,,http://doi.org/10.2478/v10122-009-0007-9,Dangla-migama and afro-asiatic ii: Bidiya ƒç- and,2009,"Tak√°cs, G.",Pre-OS,kc 21,Yes,NA,NA,NA,NA
222,,http://doi.org/10.1177/0033688208091142,The creative second language lesson: The contribution of the role-play technique to the teaching of a second language in immigrant classes,2008,"Magos, K., Politi, F.",Pre-OS,kc 22,Yes,NA,NA,NA,NA
223,,http://doi.org/10.1075/is.10.3.02hut,The art of gate-crashing bringing HRI into users homes,2009,"H√ºttenrauch, H., Topp, E.A., Eklundh, K.S.",Pre-OS,kc 23,No,Human–Robot Interaction (no language),NA,NA,NA
224,,http://doi.org/10.1515/les.2009.027,Wie hei√üt ‚ÄûBabyklappe‚Äü auf Spanisch? Entsprechungsl√ºcken als dolmetschspezifischer Problemfall,2009,"Kutz, W.",Pre-OS,kc 24,No,not in English,NA,NA,NA
225,,http://doi.org/10.1075/nowele.54-55.11ham,Germanic fapmaz and gravity in the north,2008,"Hamp, E.P.",Pre-OS,kc 25,No Access,NA,NA,NA,NA
226,,http://doi.org/10.1515/THLI.2008.017,Why Be Articulate? Two ways to look at the Transparency Theory,2008,"Krahmer, E.",Pre-OS,kc 26,Yes,NA,NA,NA,NA
227,,http://doi.org/10.1515/HUMR.2009.003,Humor theory and the fear of being laughed at,2009,"Davies, C.",Pre-OS,kc 27,No,on humor,NA,NA,NA
228,,http://doi.org/10.1007/s10849-008-9072-7,Diversity of agents and their interaction,2009,"Liu, F.",Pre-OS,kc 28,No,Logic and philosophy,NA,NA,NA
229,,http://doi.org/10.1080/02687030801942981,"Progressive language impairments: Definitions, diagnoses, and prognoses",2009,"Croot, K.",Pre-OS,kc 29,Unsure,speech imparement but more on neuropathology,NA,NA,NA
230,,http://doi.org/10.1179/000127909804775623,"Adamastor, gigantomachies, and the literature of exile in Cam√µes' Lus√≠ads",2009,"Hilton, J.",Pre-OS,kc 30,No,literature,NA,NA,NA
231,,http://doi.org/10.1016/j.system.2008.12.006,The relative effectiveness of different types of direct written corrective feedback,2009,"Bitchener, J., Knoch, U.",Pre-OS,kc 31,Yes,NA,NA,NA,NA
232,,http://doi.org/10.1017/S026607840999040X,The ET Column: Thoughts from Kolkata on English in India,2009,"Graddol, D.",Pre-OS,kc 32,Yes,"(note: about language but it is not research, instead it is a report)",NA,NA,NA
233,,http://doi.org/10.1080/10573560802683663,Using explicit instruction to promote vocabulary learning for struggling readers,2009,"Taylor, D.B., Mraz, M., Nichols, W.D., Rickelman, R.J., Wood, K.D.",Pre-OS,kc 33,Yes,NA,NA,NA,NA
234,,http://doi.org/10.1093/elt/ccn038,Learner autonomy,2008,"Smith, R.",Pre-OS,kc 34,Yes,NA,NA,NA,NA
235,,http://doi.org/10.1017/S0047404509990443,"Speaking beauties: Linguistic posturing, language inequality, and the construction of a Tanzanian beauty queen",2009,"Billings, S.",Pre-OS,kc 35,Yes,NA,NA,NA,NA
236,,http://doi.org/10.1016/j.specom.2007.07.005,Adapting speaking after evidence of misrecognition: Local and global hyperarticulation,2008,"Stent, A.J., Huffman, M.K., Brennan, S.E.",Pre-OS,kc 36,Yes,NA,NA,NA,NA
